"","University","qs_students","qs_z","qs_ranking","qs_rank","the_students","the_z","the_ranking","the_rank","z_distance","ranking_distance","diff","pdiff","outlier"
"365","Shiraz University",13470,-0.457453096990833,436,"751-800",13572,-0.266717868858217,997,"801¡V1000",-0.190735228132616,-561,-102,-0.00754,"not outlier"
"366","Sichuan University",49543,1.2330414064059,1197,"=451",51121,1.39783669331845,2021,"401¡V500",-0.164795286912556,-824,-1578,-0.03135,"not outlier"
"367","Silesian University of Technology",17323,-0.276889370059676,596,"801-1000",18585,-0.0444905919615847,1299,"1201+",-0.232398778098092,-703,-1262,-0.07029,"not outlier"
"368","Simon Fraser University",25150,0.0899085252660858,852,"=298",27015,0.329212967631197,1622.5,"201¡V250",-0.239304442365111,-770.5,-1865,-0.0715,"not outlier"
"369","Slovak University of Agriculture in Nitra",5610,-0.825797476352081,85,"1001-1200",5326,-0.632264672227384,356,"1201+",-0.193532804124697,-271,284,0.05194,"not outlier"
"370","Slovak University of Technology in Bratislava",12733,-0.491991240450024,405,"801-1000",10976,-0.381799059926172,827,"1201+",-0.110192180523852,-422,1757,0.14821,"not outlier"
"371","SOAS University of London",4684,-0.869192755650875,60,"=391",4633,-0.662985498656541,304,"401¡V500",-0.206207256994333,-244,51,0.01095,"not outlier"
"372","Sogang University",9625,-0.637641918701265,251,"=494",9652,-0.440492240578704,721,"1001¡V1200",-0.197149678122562,-470,-27,-0.0028,"not outlier"
"373","Soochow University",48549,1.18645943273095,1190,"601-650",46800,1.20628591265411,1983,"601¡V800",-0.0198264799231598,-793,1749,0.03669,"not outlier"
"374","Sophia University",13757,-0.444003372197362,449,"801-1000",13517,-0.269156029685928,994.5,"1201+",-0.174847342511434,-545.5,240,0.0176,"not outlier"
"375","Sorbonne University",42207,0.889253319002067,1142,"72",42330,1.00812993265652,1947,"=88",-0.118876613654449,-805,-123,-0.00291,"not outlier"
"376","South China University of Technology",41024,0.833814209487518,1133,"=407",41095,0.953382139525189,1934,"401¡V500",-0.119567930037672,-801,-71,-0.00173,"not outlier"
"377","Southeast University",36827,0.637129558065233,1091,"=465",35213,0.692631921550725,1843,"501¡V600",-0.0555023634854915,-752,1614,0.04481,"not outlier"
"378","Southern Cross University",9967,-0.621614720515318,276,"751-800",11141,-0.374484577443039,841,"601¡V800",-0.247130143072279,-565,-1174,-0.11124,"not outlier"
"379","Southern Federal University",17931,-0.248396573284659,619,"531-540",18309,-0.0567257262970067,1282,"1201+",-0.191670846987652,-663,-378,-0.02086,"not outlier"
"380","Stanford University",16164,-0.331203763912054,539,"=3",16319,-0.144942818063274,1159,"4",-0.18626094584878,-620,-155,-0.00954,"not outlier"
"381","Stellenbosch University",23260,0.00133716687006041,794,"=482",24733,0.228051458379628,1544,"251¡V300",-0.226714291509567,-750,-1473,-0.06138,"not outlier"
"382","Stevens Institute of Technology",6224,-0.797023500661521,104,"701-750",6265,-0.590638617368828,427,"601¡V800",-0.206384883292692,-323,-41,-0.00657,"not outlier"
"383","Stockholm University",27085,0.180588725528683,902,"148",28072,0.376069985720113,1659,"=176",-0.19548126019143,-757,-987,-0.03579,"not outlier"
"384","Suez Canal University",40138,0.792293456292344,1124,"1001-1200",36423,0.746271459760364,1874.5,"501¡V600",0.0460219965319796,-750.5,3715,0.09705,"not outlier"
"385","Sultan Qaboos University",6755,-0.772139166635971,127,"368",6755,-0.568916820903768,471,"801¡V1000",-0.203222345732203,-344,0,0,"not outlier"
"386","Sumy State University",8030,-0.712388647083096,173,"701-750",8472,-0.49280187288232,614,"501¡V600",-0.219586774200777,-441,-442,-0.05357,"not outlier"
"387","Sun Yat-sen University",58586,1.6568248952817,1222,"260",56430,1.63318570848786,2042,"251¡V300",0.0236391867938381,-820,2156,0.03749,"not outlier"
"388","Sungkyunkwan University (SKKU)",22482,-0.0351223658453405,766,"97",23104,0.155837567682517,1485,"=122",-0.190959933527858,-719,-622,-0.02729,"not outlier"
"389","Suranaree University of Technology",13990,-0.433084257643778,457,"1201+",14247,-0.236794985972674,1037,"1201+",-0.196289271671104,-580,-257,-0.0182,"not outlier"
"390","Swansea University",17744,-0.25715998281908,612,"=440",17589,-0.0886434680415859,1233,"251¡V300",-0.168516514777494,-621,155,0.00877,"not outlier"
"391","Swinburne University of Technology",13478,-0.457078191770109,437,"321",16186,-0.150838734246648,1153,"301¡V350",-0.306239457523461,-716,-2708,-0.18258,"not outlier"
"392","Syracuse University",19214,-0.188271148511061,670,"651-700",20573,0.0436378394109478,1383,"351¡V400",-0.231908987922008,-713,-1359,-0.06831,"not outlier"
"393","Tallinn University",6353,-0.790978153977347,113,"1001-1200",4062,-0.688298041067867,263,"1001¡V1200",-0.10268011290948,-150,2291,0.43994,"outlier & student qs > the"
"394","Tamkang University",22697,-0.0250467880383852,775,"1201+",23154,0.158054077525891,1487,"1201+",-0.183100865564276,-712,-457,-0.01993,"not outlier"
"395","Tampere University",15435,-0.365367002150521,503,"=414",15438,-0.183997721503516,1109,"251¡V300",-0.181369280647005,-606,-3,-0.00019,"not outlier"
"396","Tanta University",132788,5.13416454380121,1261,"1201+",124548,4.65287005870625,2100,"1001¡V1200",0.481294485094954,-839,8240,0.06404,"not outlier"
"397","Taras Shevchenko National University of Kyiv",24624,0.0652585070034882,837,"601-650",23708,0.18261300659047,1512,"1201+",-0.117354499586981,-675,916,0.0379,"not outlier"
"398","Technical University of Cluj-Napoca",19037,-0.196565926519577,665,"1201+",18618,-0.0430276954649581,1303,"1201+",-0.153538231054619,-638,419,0.02225,"not outlier"
"399","Technical University of Darmstadt",15882,-0.344419172942572,530,"=269",16009,-0.15868517909219,1139,"301¡V350",-0.185733993850382,-609,-127,-0.00796,"not outlier"
"400","Technical University of Denmark",9322,-0.651841453936184,241,"99",9321,-0.455165535741837,696,"=185",-0.196675918194347,-455,1,0.00011,"not outlier"
"401","Technical University of Liberec",5247,-0.842808800742429,75,"801-1000",5129,-0.640997721010276,344,"1201+",-0.201811079732153,-269,118,0.02274,"not outlier"
"402","Technical University of Munich",34130,0.510739635528682,1053,"=50",32672,0.57998889131048,1792,"38",-0.0692492557817981,-739,1458,0.04365,"not outlier"
"403","Technological University Dublin",21363,-0.0875622335940984,736.5,"801-1000",20479,0.0394708009054055,1379,"1001¡V1200",-0.127033034499504,-642.5,884,0.04225,"not outlier"
"404","Tel Aviv University",22728,-0.0235940303080801,776,"=255",22809,0.142760159606613,1475,"201¡V250",-0.166354189914693,-699,-81,-0.00356,"not outlier"
"405","Telkom University",21876,-0.0635214363151772,755,"1001-1200",18377,-0.0537112729100187,1287,"1201+",-0.00981016340515855,-532,3499,0.17385,"not outlier"
"406","Temple University",33439,0.478357197088654,1036,"751-800",36423,0.746271459760364,1874.5,"301¡V350",-0.26791426267171,-838.5,-2984,-0.08543,"not outlier"
"407","Texas A&M University",64752,1.94578309415466,1233,"=168",62790,1.91512576056497,2056,"=193",0.0306573335896809,-823,1962,0.03077,"not outlier"
"408","Texas Tech University",33996,0.504459973081557,1050,"801-1000",34018,0.639657336294096,1821,"601¡V800",-0.13519736321254,-771,-22,-0.00065,"not outlier"
"409","Thammasat University",28843,0.262974147782764,945,"601-650",28843,0.410248567504934,1684,"1201+",-0.14727441972217,-739,0,0,"not outlier"
"410","The Catholic University of Korea",9091,-0.662666842184587,230,"=482",9840,-0.432158163567619,735,"1001¡V1200",-0.230508678616967,-505,-749,-0.07913,"not outlier"
"411","The Hashemite University",18821,-0.206688367479123,658,"1201+",16987,-0.115330246555803,1199,"1201+",-0.0913581209233195,-541,1834,0.10244,"not outlier"
"412","The Hong Kong University of Science and Technology",9583,-0.639610171110066,250,"34",10147,-0.418548793129306,758,"66",-0.22106137798076,-508,-564,-0.05717,"not outlier"
"413","The New School",10145,-0.613273079354211,282,"561-570",10379,-0.408264187456052,775,"801¡V1000",-0.205008891898158,-493,-234,-0.0228,"not outlier"
"414","The University of Alabama",34051,0.507037446474034,1051,"801-1000",35800,0.71865374711193,1860,"601¡V800",-0.211616300637896,-809,-1749,-0.05008,"not outlier"
"415","The University of Queensland",41700,0.865493700638689,1137,"47",41914,0.989688570759648,1941,"=54",-0.124194870120959,-804,-214,-0.00512,"not outlier"
"416","The University of Tokyo",27704,0.209597016982196,913.5,"=23",25959,0.282400279739147,1584,"=35",-0.0728032627569508,-670.5,1745,0.06504,"not outlier"
"417","The University of Western Australia",18535,-0.220091229120003,640,"93",18683,-0.0401462326685725,1305,"=132",-0.17994499645143,-665,-148,-0.00795,"not outlier"
"418","Tianjin University",27355,0.193241776728115,909,"=334",27355,0.344285234566137,1635,"401¡V500",-0.151043457838021,-726,0,0,"not outlier"
"419","Tilburg University",11063,-0.570252705276141,328,"=356",9944,-0.427547823093402,748,"201¡V250",-0.142704882182739,-420,1119,0.10654,"not outlier"
"420","Tohoku University",17717,-0.258425287939023,611,"=82",17888,-0.075388739178212,1255,"201¡V250",-0.183036548760811,-644,-171,-0.00961,"not outlier"
"421","Tokai University",28535,0.248540296784893,935.5,"1001-1200",28535,0.396594866869753,1676.5,"1201+",-0.14805457008486,-741,0,0,"not outlier"
"422","Tokushima University",7508,-0.736851212735332,151,"651-700",7643,-0.529551606085453,543,"1201+",-0.207299606649879,-392,-135,-0.01782,"not outlier"
"423","Tokyo Medical and Dental University (TMDU)",3002,-0.948016578308078,26,"=381",3027,-0.7341797948257,182,"501¡V600",-0.213836783482378,-156,-25,-0.00829,"not outlier"
"424","Tokyo Metropolitan University",9124,-0.661120358149101,231,"701-750",8911,-0.4733409164575,653,"601¡V800",-0.187779441691601,-422,213,0.02362,"not outlier"
"425","Tokyo University of Agriculture and Technology",5686,-0.822235876755204,87,"601-650",5690,-0.616128480567624,386,"1001¡V1200",-0.20610739618758,-299,-4,-7e-04,"not outlier"
"426","Tokyo University of Science",18066,-0.242070047684943,625,"801-1000",18298,-0.0572133584625489,1281,"1201+",-0.184856689222394,-656,-232,-0.01276,"not outlier"
"427","Tomas Bata University in Zlin",6416,-0.788025775364147,116,"1001-1200",8635,-0.485576050792922,627,"1201+",-0.302449724571225,-511,-2219,-0.29486,"outlier & student qs < the"
"428","Tomsk State University",8184,-0.705171721584161,180,"=272",7724,-0.525960860139188,551.5,"601¡V800",-0.179210861444973,-371.5,460,0.05783,"not outlier"
"429","Ton Duc Thang University",26833,0.16877921107588,897,"1001-1200",26833,0.321144871801317,1614,"401¡V500",-0.152365660725437,-717,0,0,"not outlier"
"430","Tongji University",30628,0.346624875156788,988,"211",30525,0.48481195863602,1741,"301¡V350",-0.138187083479232,-753,103,0.00337,"not outlier"
"431","Tsinghua University",39371,0.756349418255438,1118,"17",38221,0.825977153728077,1901,"=16",-0.069627735472639,-783,1150,0.02964,"not outlier"
"432","TU Dortmund University",23692,0.0215820487891519,811,"801-1000",25126,0.245473225748544,1551,"401¡V500",-0.223891176959392,-740,-1434,-0.05875,"not outlier"
"433","Tufts University",11046,-0.57104937887018,326,"=275",11152,-0.373996945277497,843,"=172",-0.197052433592682,-517,-106,-0.00955,"not outlier"
"434","Tulane University",11077,-0.569596621139875,329,"=436",11336,-0.365840189053883,850,"401¡V500",-0.203756432085992,-521,-259,-0.02311,"not outlier"
"435","Tunghai University",15160,-0.378254369112905,489,"1201+",15547,-0.179165730044962,1115,"1201+",-0.199088639067944,-626,-387,-0.02521,"not outlier"
"436","UCL",36903,0.64069115766211,1092,"=8",35760,0.716880539237231,1856,"=18",-0.076189381575121,-764,1143,0.03146,"not outlier"
"437","Ufa State Aviation Technical University",11092,-0.568893673851017,330,"701-750",9277,-0.457116064404006,693,"1201+",-0.111777609447012,-363,1815,0.17821,"not outlier"
"438","Ulm University",10271,-0.607368322127809,290,"=365",10284,-0.412475556158462,769,"=146",-0.194892765969347,-479,-13,-0.00126,"not outlier"
"439","Ulsan National Institute of Science and Technology (UNIST)",3849,-0.908323488063933,37,"212",3657,-0.706251770799193,232,"=178",-0.20207171726474,-195,192,0.05116,"not outlier"
"440","Ulster University",14732,-0.398311798421635,480,"651-700",17416,-0.0963125920996584,1224,"601¡V800",-0.301999206321977,-744,-2684,-0.16698,"not outlier"
"441","Umea University",14194,-0.423524174515318,465,"=365",17495,-0.0928105065471282,1230.5,"351¡V400",-0.33071366796819,-765.5,-3301,-0.20834,"not outlier"
"442","Umm Al-Qura University",30136,0.323568204082267,974,"=447",30043,0.463444803745899,1724,"601¡V800",-0.139876599663632,-750,93,0.00309,"not outlier"
"443","United Arab Emirates University",7121,-0.754987252787851,138,"=288",7121,-0.552691968850273,502.5,"351¡V400",-0.202295283937578,-364.5,0,0,"not outlier"
"444","Universidad Autonoma de Chile",27464,0.198349860360479,912,"1201+",27027,0.329744929993606,1625,"501¡V600",-0.131395069633127,-713,437,0.01604,"not outlier"
"445","Universidad Autonoma de Yucatan",16293,-0.325158417227881,545,"1201+",17401,-0.0969775450526704,1220,"1201+",-0.22818087217521,-675,-1108,-0.06577,"not outlier"
"446","Universidad Autonoma del Estado de Mexico (UAEMex)",69078,2.14851309226111,1242,"801-1000",63490,1.9461568983722,2059,"1201+",0.202356193888909,-817,5588,0.0843,"not outlier"
"447","Universidad Nacional del Litoral",45337,1.0359349866103,1169,"1201+",45337,1.141430834637,1974,"1201+",-0.105495848026702,-805,0,0,"not outlier"
"448","Universidad Panamericana (UP)",12900,-0.484165093967412,409,"551-560",14568,-0.222564992778216,1059,"Reporter",-0.261600101189196,-650,-1668,-0.12145,"not outlier"
"449","Universidad San Ignacio de Loyola",21205,-0.0949666117033957,731,"1201+",21167,0.0699699763502257,1402,"Reporter",-0.164936588053621,-671,38,0.00179,"not outlier"
"450","Universidad Tecnologica de Bolivar",6036,-0.805833773348533,96,"1201+",6965,-0.559607479561599,488,"Reporter",-0.246226293786934,-392,-929,-0.14291,"not outlier"
"451","Universidade do Estado do Rio de Janeiro (UERJ)",34477,0.527001149477582,1058,"1001-1200",22427,0.125826024403239,1455,"1201+",0.401175125074343,-397,12050,0.42352,"outlier & student qs > the"
"452","Universidade Federal da Bahia",42633,0.909217022005616,1146,"1001-1200",44829,1.11891109462833,1970,"1201+",-0.209694072622711,-824,-2196,-0.05022,"not outlier"
"453","Universidade Federal de Santa Catarina",32390,0.429197750021231,1009,"801-1000",38086,0.819992577150969,1899,"801¡V1000",-0.390794827129738,-890,-5696,-0.16164,"not outlier"
"454","Universidade Federal do Ceara (UFC)",33889,0.499445615754374,1048,"1001-1200",36593,0.753807593227835,1878,"1201+",-0.25436197747346,-830,-2704,-0.07673,"not outlier"
"455","Universitas Padjadjaran",32529,0.435711728231309,1012,"801-1000",37497,0.793882091196028,1893,"1201+",-0.35817036296472,-881,-4968,-0.14189,"not outlier"
"456","Universitas Sebelas Maret",28644,0.253648380417256,941,"1201+",27681,0.358736878744932,1644,"1201+",-0.105088498327676,-703,963,0.03419,"not outlier"
"457","Universitat Ramon Llull",17246,-0.280497832809144,592,"601-650",14309,-0.234046513766891,1040,"401¡V500",-0.0464513190422531,-448,2937,0.18615,"outlier & student qs > the"
"458","Universite de Paris",63219,1.87394188123343,1230,"=261",62366,1.89632975709317,2054,"155",-0.0223878758597318,-824,853,0.01358,"not outlier"
"459","Universite du Quebec",19934,-0.154529678645908,695,"591-600",52387,1.45395872255267,2027,"601¡V800",-1.60848840119858,-1332,-32453,-0.89747,"outlier & student qs < the"
"460","Universite Grenoble Alpes",52060,1.35099596147616,1205,"=314",50732,1.38059224673701,2020,"351¡V400",-0.0295962852608471,-815,1328,0.02584,"not outlier"
"461","Universite Laval",24309,0.050496613937484,825,"=414",28662,0.402224801871921,1681,"251¡V300",-0.351728187934437,-856,-4353,-0.16435,"not outlier"
"462","Universite Paris-Saclay",40358,0.802603349862252,1127,"=86",40884,0.944028467986153,1930,"=117",-0.141425118123901,-803,-526,-0.01295,"not outlier"
"463","Universiti Malaysia Perlis",11264,-0.560833211605453,338,"801-1000",11084,-0.377011398664485,834,"1001¡V1200",-0.183821812940968,-496,180,0.01611,"not outlier"
"464","Universiti Malaysia Sarawak (UNIMAS)",13308,-0.465044927710492,428,"1001-1200",14365,-0.231564022742313,1046,"1201+",-0.233480904968179,-618,-1057,-0.07639,"not outlier"
"465","Universiti Malaysia Terengganu (UMT)",8644,-0.683614671392536,206,"1001-1200",9296,-0.456273790663524,694,"1201+",-0.227340880729012,-488,-652,-0.07269,"not outlier"
"466","Universiti Teknologi Malaysia",20354,-0.134847154557902,708,"=191",19192,-0.0175821624630297,1327,"601¡V800",-0.117264992094873,-619,1162,0.05877,"not outlier"
"467","Universiti Tenaga Nasional (UNITEN)",4713,-0.86783372422575,61,"751-800",5644,-0.618167669623528,383,"801¡V1000",-0.249666054602222,-322,-931,-0.17978,"not outlier"
"468","Universiti Tunku Abdul Rahman (UTAR)",17672,-0.260534129805596,610,"801-1000",17727,-0.0825259008738749,1243,"1001¡V1200",-0.178008228931721,-633,-55,-0.00311,"not outlier"
"469","University College Cork",15768,-0.349761572337888,522,"=298",17397,-0.0971548658401403,1219,"251¡V300",-0.252606706497747,-697,-1629,-0.09824,"not outlier"
"470","University College Dublin",21768,-0.0685826567949501,751,"=173",23066,0.154153020201553,1483,"201¡V250",-0.222735676996503,-732,-1298,-0.0579,"not outlier"
"471","University of <U+017D>ilina",7077,-0.757049231501833,136,"801-1000",7040,-0.556282714796538,498,"1001¡V1200",-0.200766516705295,-362,37,0.00524,"not outlier"
"472","University of Aberdeen",13012,-0.478916420877277,415,"205",13107,-0.287331410401591,968,"=158",-0.191585010475686,-553,-95,-0.00727,"not outlier"
"473","University of Agriculture, Faisalabad",27789,0.213580384952388,916,"1001-1200",26990,0.32810471270951,1621,"801¡V1000",-0.114524327757122,-705,799,0.02917,"not outlier"
"474","University of Alberta",34172,0.512707887937483,1055,"126",33475,0.61558603939506,1808,"125",-0.102878151457577,-753,697,0.02061,"not outlier"
"475","University of Alicante",21854,-0.064552425672168,753,"801-1000",24760,0.229248373695049,1545,"1201+",-0.293800799367217,-792,-2906,-0.12468,"not outlier"
"476","University of Amsterdam",30541,0.342547780881415,984,"55",25556,0.264535210401556,1572,"65",0.078012570479859,-588,4985,0.17773,"not outlier"
"477","University of Antwerp",16184,-0.330266500860244,542,"=233",15347,-0.188031769418456,1103,"=143",-0.142234731441788,-561,837,0.05309,"not outlier"
"478","University of Babylon",26751,0.16493643256346,893,"1201+",24196,0.204246142661796,1527,"Reporter",-0.0393097100983359,-634,2555,0.1003,"not outlier"
"479","University of Baghdad",69654,2.17550626815324,1243,"801-1000",69750,2.22366393076257,2072,"1201+",-0.0481576626093378,-829,-96,-0.00138,"not outlier"
"480","University of Bahrain",16305,-0.324596059396795,546,"801-1000",18202,-0.0614690573618261,1272,"Reporter",-0.263127002034969,-726,-1897,-0.10995,"not outlier"
"481","University of Balamand",4234,-0.890281174316595,52,"511-520",5020,-0.64582971246883,336,"Reporter",-0.244451461847765,-284,-786,-0.16987,"not outlier"
"482","University of Basel",9441,-0.646264738777915,244,"=138",9440,-0.449890242314608,702,"103",-0.196374496463308,-458,1,0.00011,"not outlier"
"483","University of Bath",16728,-0.304772945851018,568,"=166",14655,-0.218708265650746,1064,"201¡V250",-0.0860646802002717,-496,2073,0.13211,"not outlier"
"484","University of Bayreuth",8090,-0.709576857927667,178,"521-530",8541,-0.489743089298464,619,"351¡V400",-0.219833768629203,-441,-451,-0.05424,"not outlier"
"485","University of Belgrade",97225,3.46757024822562,1255,"1001-1200",94316,3.31267954700887,2091,"801¡V1000",0.154890701216757,-836,2909,0.03037,"not outlier"
"486","University of Bergen",11918,-0.530184709811273,367,"199",14327,-0.233248570223277,1041,"201¡V250",-0.296936139587996,-674,-2409,-0.18358,"not outlier"
"487","University of Bern",9688,-0.634689540088065,257.5,"119",11556,-0.356087545743039,867,"=101",-0.278601994345026,-609.5,-1868,-0.17586,"not outlier"
"488","University of Birmingham",32562,0.437258212266795,1013,"90",31364,0.522004993807828,1769,"=105",-0.0847467815410335,-756,1198,0.03748,"not outlier"
"489","University of Bordeaux",48651,1.19123947429518,1191,"501-510",54346,1.54080157821605,2035,"301¡V350",-0.349562103920867,-844,-5695,-0.11059,"not outlier"
"490","University of Bradford",8300,-0.699735595883664,185,"701-750",8246,-0.502820497374368,586,"601¡V800",-0.196915098509296,-401,54,0.00653,"not outlier"
"491","University of Brescia",10509,-0.596214891811273,305,"751-800",14784,-0.212989670254842,1072,"351¡V400",-0.38322522155643,-767,-4275,-0.33804,"outlier & student qs < the"
"492","University of Brighton",15331,-0.370240770019932,499,"801-1000",16094,-0.154917112358455,1147,"601¡V800",-0.215323657661477,-648,-763,-0.04856,"not outlier"
"493","University of Bristol",25659,0.113761869934645,869,"62",24110,0.200433745731193,1525,"92",-0.0866718757965481,-656,1549,0.06225,"not outlier"
"494","University of British Columbia",55924,1.53207518308581,1215,"46",54744,1.5584449965693,2037,"37",-0.0263698134834891,-822,1180,0.02133,"not outlier"
"495","University of Bucharest",32650,0.441382169694758,1015,"1001-1200",30096,0.465794304179875,1726,"1201+",-0.0244121344851171,-711,2554,0.08141,"not outlier"
"496","University of Calabria",23112,-0.00559857971333206,787,"1001-1200",26513,0.306959208803726,1603,"601¡V800",-0.312557788517058,-816,-3401,-0.13707,"not outlier"
"497","University of Calcutta",15156,-0.378441821723267,487,"801-1000",19004,-0.0259162394741143,1323,"1201+",-0.352525582249153,-836,-3848,-0.22529,"outlier & student qs < the"
"498","University of Calgary",31863,0.404500868606043,1002,"235",33099,0.598917885372891,1799,"201¡V250",-0.194417016766848,-797,-1236,-0.03805,"not outlier"
"499","University of California, Davis",34675,0.536280053690499,1060,"=108",37222,0.781691287057474,1890,"67",-0.245411233366975,-830,-2547,-0.07085,"not outlier"
"500","University of California, Irvine",35537,0.576676091223501,1078,"232",35944,0.725037295460846,1863,"98",-0.148361204237345,-785,-407,-0.01139,"not outlier"
"501","University of California, Riverside",25077,0.08648751512698,849,"=403",23155,0.158098407722758,1488,"251¡V300",-0.0716108925957781,-639,1922,0.0797,"not outlier"
"502","University of California, Santa Cruz",19242,-0.186958980238527,672,"=347",19700,0.00493757754564557,1350,"201¡V250",-0.191896557784172,-678,-458,-0.02352,"not outlier"
"503","University of Cambridge",20383,-0.133488123132778,709,"=3",19681,0.00409530380516362,1348,"=5",-0.137583426937942,-639,702,0.03504,"not outlier"
"504","University of Canberra",10517,-0.595839986590549,306,"=436",9893,-0.429808663133643,743,"=170",-0.166031323456905,-437,624,0.06115,"not outlier"
"505","University of Cape Town",21005,-0.104339242221494,725,"=226",21757,0.0961247925020336,1430,"=183",-0.200464034723527,-705,-752,-0.03517,"not outlier"
"506","University of Central Florida",54304,1.45615687588922,1209,"751-800",61044,1.83772523683437,2052,"601¡V800",-0.38156836094515,-843,-6740,-0.11686,"not outlier"
"507","University of Central Lancashire",20031,-0.149983952844631,698,"801-1000",17644,-0.086205307213875,1236,"801¡V1000",-0.0637786456307556,-538,2387,0.12672,"not outlier"
"508","University of Chemistry and Technology, Prague",4006,-0.900965973107226,41,"=373",3842,-0.698050684378711,249,"1201+",-0.202915288728516,-208,164,0.04179,"not outlier"
"509","University of Coimbra",22963,-0.012581189449315,782,"=455",21845,0.100025849826371,1433,"601¡V800",-0.112607039275686,-651,1118,0.0499,"not outlier"
"510","University of Cologne",31207,0.373758640506681,994,"=311",32405,0.568152728746866,1790,"=172",-0.194394088240184,-796,-1198,-0.03767,"not outlier"
"511","University of Colombo",22300,-0.0436514596168096,762,"1001-1200",30227,0.471601559969514,1729,"801¡V1000",-0.515253019586323,-967,-7927,-0.30183,"outlier & student qs < the"
"512","University of Colorado Boulder",33504,0.481403302007036,1038,"251",35491,0.704955716279881,1848,"=158",-0.223552414272845,-810,-1987,-0.0576,"not outlier"
"513","University of Connecticut",24946,0.0803484421376259,846,"=373",28024,0.373942136270475,1658,"401¡V500",-0.293593694132849,-812,-3078,-0.11622,"not outlier"
"514","University of Copenhagen",30311,0.331769255785603,978,"=79",30326,0.475990249459393,1733,"=96",-0.144220993673791,-755,-15,-0.00049,"not outlier"
"515","University of Crete",13832,-0.440488635753076,453,"651-700",13620,-0.264590019408579,998.5,"401¡V500",-0.175898616344497,-545.5,212,0.01545,"not outlier"
"516","University of Debrecen",23712,0.0225193118409617,812,"591-600",28593,0.399166018288066,1679,"801¡V1000",-0.376646706447104,-867,-4881,-0.18664,"not outlier"
"517","University of Delaware",21747,-0.0695667829993504,748,"531-540",21916,0.103173293803961,1436,"301¡V350",-0.172740076803312,-688,-169,-0.00774,"not outlier"
"518","University of Delhi",25235,0.0938918932362774,855,"501-510",25543,0.263958917842279,1570,"801¡V1000",-0.170067024606002,-715,-308,-0.01213,"not outlier"
"519","University of Denver",10054,-0.617537626239945,279,"751-800",9624,-0.441733486090993,719,"401¡V500",-0.175804140148952,-440,430,0.0437,"not outlier"
